instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
14520,2012-09-02,3,1,9,0,0,0,1,0.66,0.5909,0.89,0.194,7,15,22,4.0
14521,2012-09-02,3,1,9,0,0,0,1,0.66,0.5909,0.89,0.194,2,10,12,5.0
14522,2012-09-02,3,1,9,0,0,0,2,0.66,0.5909,0.89,0.194,2,13,15,6.0
14523,2012-09-02,3,1,9,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,7.0
14524,2012-09-02,3,1,9,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,8.0
14525,2012-09-02,3,1,9,0,0,0,2,0.7,0.6667,0.84,0.194,88,144,232,9.0
14526,2012-09-02,3,1,9,0,0,0,2,0.72,0.697,0.79,0.194,158,230,388,10.0
14527,2012-09-02,3,1,9,0,0,0,2,0.74,0.697,0.7,0.194,226,263,489,11.0
14528,2012-09-02,3,1,9,0,0,0,3,0.74,0.697,0.7,0.194,248,297,545,12.0
14529,2012-09-02,3,1,9,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,13.0
14530,2012-09-02,3,1,9,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,14.0
14531,2012-09-02,3,1,9,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,15.0
14532,2012-09-02,3,1,9,0,0,0,1,0.74,0.697,0.7,0.194,222,252,474,16.0
14533,2012-09-02,3,1,9,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,17.0
14534,2012-09-02,3,1,9,0,0,0,1,0.74,0.7121,0.74,0.194,227,273,500,18.0
14535,2012-09-02,3,1,9,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,19.0
14536,2012-09-02,3,1,9,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,20.0
14537,2012-09-02,3,1,9,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,21.0
14538,2012-09-02,3,1,9,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,22.0
14539,2012-09-02,3,1,9,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,23.0
14540,2012-09-03,3,1,9,1,1,0,2,0.66,0.5909,0.94,0.194,42,62,104,0.0
14541,2012-09-03,3,1,9,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,1.0
14542,2012-09-03,3,1,9,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,2.0
14543,2012-09-03,3,1,9,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,3.0
14544,2012-09-03,3,1,9,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,4.0
14545,2012-09-03,3,1,9,1,1,0,1,0.66,0.5909,0.89,0.194,1,3,4,5.0
14546,2012-09-03,3,1,9,1,1,0,1,0.66,0.5909,0.94,0.194,3,12,15,6.0
14547,2012-09-03,3,1,9,1,1,0,1,0.68,0.6364,0.85,0.194,6,37,43,7.0
14548,2012-09-03,3,1,9,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,8.0
14549,2012-09-03,3,1,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,9.0
14550,2012-09-03,3,1,9,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,10.0
14551,2012-09-03,3,1,9,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,11.0
14552,2012-09-03,3,1,9,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,12.0
14553,2012-09-03,3,1,9,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,13.0
14554,2012-09-03,3,1,9,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,14.0
14555,2012-09-03,3,1,9,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,15.0
14556,2012-09-03,3,1,9,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,16.0
14557,2012-09-03,3,1,9,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,17.0
14558,2012-09-03,3,1,9,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,18.0
14559,2012-09-03,3,1,9,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,19.0
14560,2012-09-03,3,1,9,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,20.0
14561,2012-09-03,3,1,9,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,21.0
14562,2012-09-03,3,1,9,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,22.0
14563,2012-09-03,3,1,9,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,23.0
14564,2012-09-04,3,1,9,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,0.0
14565,2012-09-04,3,1,9,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,1.0
14566,2012-09-04,3,1,9,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,2.0
14567,2012-09-04,3,1,9,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,3.0
14568,2012-09-04,3,1,9,0,2,1,2,0.66,0.5909,0.89,0.194,0,8,8,4.0
14569,2012-09-04,3,1,9,0,2,1,2,0.66,0.5909,0.89,0.194,1,37,38,5.0
14570,2012-09-04,3,1,9,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,6.0
14571,2012-09-04,3,1,9,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,7.0
14572,2012-09-04,3,1,9,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,8.0
14573,2012-09-04,3,1,9,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,9.0
14574,2012-09-04,3,1,9,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,10.0
14575,2012-09-04,3,1,9,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,11.0
14576,2012-09-04,3,1,9,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,12.0
14577,2012-09-04,3,1,9,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,13.0
14578,2012-09-04,3,1,9,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,14.0
14579,2012-09-04,3,1,9,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,15.0
14580,2012-09-04,3,1,9,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,16.0
14581,2012-09-04,3,1,9,0,2,1,1,0.76,0.7273,0.7,0.3582,110,746,856,17.0
14582,2012-09-04,3,1,9,0,2,1,1,0.76,0.7424,0.75,0.2239,94,745,839,18.0
14583,2012-09-04,3,1,9,0,2,1,1,0.76,0.7273,0.7,0.2239,50,502,552,19.0
14584,2012-09-04,3,1,9,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,20.0
14585,2012-09-04,3,1,9,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,21.0
14586,2012-09-04,3,1,9,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,22.0
14587,2012-09-04,3,1,9,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,23.0
14588,2012-09-05,3,1,9,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,0.0
14589,2012-09-05,3,1,9,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,1.0
14590,2012-09-05,3,1,9,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,2.0
14591,2012-09-05,3,1,9,0,3,1,1,0.7,0.6667,0.79,0.2836,0,4,4,3.0
14592,2012-09-05,3,1,9,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5,4.0
14593,2012-09-05,3,1,9,0,3,1,2,0.7,0.6667,0.79,0.2985,1,39,40,5.0
14594,2012-09-05,3,1,9,0,3,1,1,0.7,0.6667,0.79,0.2836,7,203,210,6.0
14595,2012-09-05,3,1,9,0,3,1,2,0.7,0.6667,0.79,0.2537,11,489,500,7.0
14596,2012-09-05,3,1,9,0,3,1,1,0.72,0.697,0.74,0.194,33,692,725,8.0
14597,2012-09-05,3,1,9,0,3,1,1,0.74,0.697,0.7,0.2537,27,263,290,9.0
14598,2012-09-05,3,1,9,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235,10.0
14599,2012-09-05,3,1,9,0,3,1,2,0.78,0.7424,0.62,0.1642,61,156,217,11.0
14600,2012-09-05,3,1,9,0,3,1,1,0.78,0.7727,0.7,0.1045,49,217,266,12.0
14601,2012-09-05,3,1,9,0,3,1,1,0.8,0.7879,0.63,0.1642,50,184,234,13.0
14602,2012-09-05,3,1,9,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177,211,14.0
14603,2012-09-05,3,1,9,0,3,1,1,0.78,0.7727,0.7,0.194,41,204,245,15.0
14604,2012-09-05,3,1,9,0,3,1,1,0.76,0.7273,0.7,0.2537,86,344,430,16.0
14605,2012-09-05,3,1,9,0,3,1,1,0.76,0.7273,0.66,0.2537,83,780,863,17.0
14606,2012-09-05,3,1,9,0,3,1,1,0.76,0.7424,0.75,0.194,82,757,839,18.0
14607,2012-09-05,3,1,9,0,3,1,1,0.74,0.697,0.7,0.1642,64,598,662,19.0
14608,2012-09-05,3,1,9,0,3,1,1,0.72,0.7121,0.84,0.1642,55,357,412,20.0
14609,2012-09-05,3,1,9,0,3,1,1,0.72,0.697,0.79,0.194,18,278,296,21.0
14610,2012-09-05,3,1,9,0,3,1,1,0.72,0.697,0.79,0.194,38,181,219,22.0
14611,2012-09-05,3,1,9,0,3,1,1,0.7,0.6667,0.84,0.0896,24,126,150,23.0
14612,2012-09-06,3,1,9,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65,0.0
14613,2012-09-06,3,1,9,0,4,1,2,0.7,0.6667,0.84,0.194,2,16,18,1.0
14614,2012-09-06,3,1,9,0,4,1,1,0.72,0.697,0.79,0.194,1,7,8,2.0
14615,2012-09-06,3,1,9,0,4,1,1,0.7,0.6667,0.84,0.1045,0,9,9,3.0
14616,2012-09-06,3,1,9,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,4.0
14617,2012-09-06,3,1,9,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,5.0
14618,2012-09-06,3,1,9,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200,6.0
14619,2012-09-06,3,1,9,0,4,1,2,0.7,0.6667,0.84,0.1045,21,461,482,7.0
14620,2012-09-06,3,1,9,0,4,1,3,0.7,0.6667,0.79,0.194,24,622,646,8.0
14621,2012-09-06,3,1,9,0,4,1,3,0.66,0.5909,0.94,0.1343,8,115,123,9.0
14622,2012-09-06,3,1,9,0,4,1,3,0.66,0.5909,0.94,0.1343,9,40,49,10.0
14623,2012-09-06,3,1,9,0,4,1,3,0.7,0.6667,0.84,0.1642,10,52,62,11.0
14624,2012-09-06,3,1,9,0,4,1,2,0.72,0.697,0.79,0.2239,11,126,137,12.0
14625,2012-09-06,3,1,9,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191,13.0
14626,2012-09-06,3,1,9,0,4,1,1,0.74,0.7121,0.74,0.0896,38,178,216,14.0
14627,2012-09-06,3,1,9,0,4,1,1,0.74,0.697,0.66,0.194,42,228,270,15.0
14628,2012-09-06,3,1,9,0,4,1,1,0.74,0.697,0.7,0.2239,42,374,416,16.0
14629,2012-09-06,3,1,9,0,4,1,1,0.74,0.697,0.7,0.2537,67,741,808,17.0
14630,2012-09-06,3,1,9,0,4,1,1,0.72,0.6818,0.7,0.2537,74,761,835,18.0
14631,2012-09-06,3,1,9,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558,19.0
14632,2012-09-06,3,1,9,0,4,1,1,0.66,0.6061,0.78,0.2239,50,356,406,20.0
14633,2012-09-06,3,1,9,0,4,1,1,0.64,0.5758,0.89,0.1642,32,240,272,21.0
14634,2012-09-06,3,1,9,0,4,1,1,0.64,0.5758,0.89,0.1642,24,193,217,22.0
14635,2012-09-06,3,1,9,0,4,1,1,0.64,0.5758,0.89,0.1642,19,150,169,23.0
14636,2012-09-07,3,1,9,0,5,1,1,0.64,0.5758,0.89,0.1343,17,79,96,0.0
14637,2012-09-07,3,1,9,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,1.0
14638,2012-09-07,3,1,9,0,5,1,1,0.62,0.5758,0.83,0.0896,1,10,11,2.0
14639,2012-09-07,3,1,9,0,5,1,1,0.62,0.5758,0.83,0.0896,0,9,9,3.0
14640,2012-09-07,3,1,9,0,5,1,1,0.62,0.5606,0.88,0.194,1,7,8,4.0
14641,2012-09-07,3,1,9,0,5,1,1,0.62,0.5606,0.88,0.194,1,39,40,5.0
14642,2012-09-07,3,1,9,0,5,1,1,0.62,0.5606,0.88,0.1045,5,135,140,6.0
14643,2012-09-07,3,1,9,0,5,1,1,0.64,0.5758,0.89,0.1045,21,465,486,7.0
14644,2012-09-07,3,1,9,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,8.0
14645,2012-09-07,3,1,9,0,5,1,1,0.7,0.6667,0.79,0.1343,33,311,344,9.0
14646,2012-09-07,3,1,9,0,5,1,1,0.72,0.697,0.74,0.1343,53,171,224,10.0
14647,2012-09-07,3,1,9,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296,11.0
14648,2012-09-07,3,1,9,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323,12.0
14649,2012-09-07,3,1,9,0,5,1,1,0.8,0.7727,0.59,0.2537,71,283,354,13.0
14650,2012-09-07,3,1,9,0,5,1,1,0.8,0.7727,0.59,0.2537,66,187,253,14.0
14651,2012-09-07,3,1,9,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331,15.0
14652,2012-09-07,3,1,9,0,5,1,1,0.8,0.7576,0.55,0.2836,75,395,470,16.0
14653,2012-09-07,3,1,9,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772,17.0
14654,2012-09-07,3,1,9,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,18.0
14655,2012-09-07,3,1,9,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568,19.0
14656,2012-09-07,3,1,9,0,5,1,1,0.72,0.6818,0.66,0.2239,51,340,391,20.0
14657,2012-09-07,3,1,9,0,5,1,1,0.7,0.6667,0.74,0.1642,55,246,301,21.0
14658,2012-09-07,3,1,9,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299,22.0
14659,2012-09-07,3,1,9,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248,23.0
14660,2012-09-08,3,1,9,0,6,0,1,0.66,0.5909,0.89,0.2537,20,130,150,0.0
14661,2012-09-08,3,1,9,0,6,0,2,0.66,0.5909,0.89,0.2836,10,107,117,1.0
14662,2012-09-08,3,1,9,0,6,0,1,0.66,0.5909,0.89,0.3284,9,68,77,2.0
14663,2012-09-08,3,1,9,0,6,0,2,0.66,0.5909,0.89,0.2239,3,40,43,3.0
14664,2012-09-08,3,1,9,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,4.0
14665,2012-09-08,3,1,9,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15,5.0
14666,2012-09-08,3,1,9,0,6,0,2,0.66,0.5909,0.89,0.2836,8,26,34,6.0
14667,2012-09-08,3,1,9,0,6,0,1,0.66,0.5909,0.89,0.2836,11,71,82,7.0
14668,2012-09-08,3,1,9,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230,8.0
14669,2012-09-08,3,1,9,0,6,0,1,0.7,0.6667,0.74,0.3881,87,261,348,9.0
14670,2012-09-08,3,1,9,0,6,0,1,0.74,0.697,0.7,0.3881,100,322,422,10.0
14671,2012-09-08,3,1,9,0,6,0,1,0.76,0.7121,0.62,0.4478,173,405,578,11.0
14672,2012-09-08,3,1,9,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694,12.0
14673,2012-09-08,3,1,9,0,6,0,1,0.82,0.7727,0.52,0.5224,233,435,668,13.0
14674,2012-09-08,3,1,9,0,6,0,1,0.82,0.7727,0.52,0.4478,260,366,626,14.0
14675,2012-09-08,3,1,9,0,6,0,3,0.56,0.5303,0.88,0.2537,175,337,512,15.0
14676,2012-09-08,3,1,9,0,6,0,3,0.56,0.5303,0.88,0.194,19,95,114,16.0
14677,2012-09-08,3,1,9,0,6,0,3,0.58,0.5455,0.83,0.194,52,119,171,17.0
14678,2012-09-08,3,1,9,0,6,0,3,0.58,0.5455,0.83,0.1343,27,140,167,18.0
14679,2012-09-08,3,1,9,0,6,0,3,0.58,0.5455,0.88,0.1045,28,187,215,19.0
14680,2012-09-08,3,1,9,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194,20.0
14681,2012-09-08,3,1,9,0,6,0,2,0.6,0.5606,0.83,0.1642,26,155,181,21.0
14682,2012-09-08,3,1,9,0,6,0,2,0.58,0.5455,0.78,0.2985,18,176,194,22.0
14683,2012-09-08,3,1,9,0,6,0,2,0.58,0.5455,0.73,0.1642,12,121,133,23.0
14684,2012-09-09,3,1,9,0,0,0,2,0.56,0.5303,0.73,0.194,18,106,124,0.0
14685,2012-09-09,3,1,9,0,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,1.0
14686,2012-09-09,3,1,9,0,0,0,1,0.54,0.5152,0.77,0.2836,15,81,96,2.0
14687,2012-09-09,3,1,9,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,3.0
14688,2012-09-09,3,1,9,0,0,0,1,0.52,0.5,0.77,0.2537,12,16,28,4.0
14689,2012-09-09,3,1,9,0,0,0,1,0.52,0.5,0.77,0.194,16,39,55,5.0
14690,2012-09-09,3,1,9,0,0,0,1,0.52,0.5,0.77,0.194,11,24,35,6.0
14691,2012-09-09,3,1,9,0,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70,7.0
14692,2012-09-09,3,1,9,0,0,0,1,0.58,0.5455,0.68,0.2239,27,143,170,8.0
14693,2012-09-09,3,1,9,0,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299,9.0
14694,2012-09-09,3,1,9,0,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,10.0
14695,2012-09-09,3,1,9,0,0,0,1,0.66,0.6212,0.47,0.2537,194,391,585,11.0
14696,2012-09-09,3,1,9,0,0,0,1,0.66,0.6212,0.47,0.194,247,510,757,12.0
14697,2012-09-09,3,1,9,0,0,0,1,0.68,0.6364,0.39,0.194,238,491,729,13.0
14698,2012-09-09,3,1,9,0,0,0,1,0.72,0.6515,0.3,0.2836,232,415,647,14.0
14699,2012-09-09,3,1,9,0,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696,15.0
14700,2012-09-09,3,1,9,0,0,0,1,0.68,0.6364,0.36,0.2836,228,473,701,16.0
14701,2012-09-09,3,1,9,0,0,0,1,0.7,0.6364,0.37,0.2537,213,458,671,17.0
14702,2012-09-09,3,1,9,0,0,0,1,0.66,0.6212,0.36,0.2537,156,404,560,18.0
14703,2012-09-09,3,1,9,0,0,0,1,0.66,0.6212,0.36,0.2537,134,362,496,19.0
14704,2012-09-09,3,1,9,0,0,0,1,0.62,0.6212,0.41,0.2836,91,265,356,20.0
14705,2012-09-09,3,1,9,0,0,0,1,0.6,0.6212,0.46,0.2239,57,149,206,21.0
14706,2012-09-09,3,1,9,0,0,0,1,0.58,0.5455,0.49,0.2537,64,125,189,22.0
14707,2012-09-09,3,1,9,0,0,0,1,0.56,0.5303,0.52,0.2836,22,70,92,23.0
14708,2012-09-10,3,1,9,0,1,1,1,0.56,0.5303,0.52,0.2836,6,35,41,0.0
14709,2012-09-10,3,1,9,0,1,1,1,0.54,0.5152,0.6,0.194,7,11,18,1.0
14710,2012-09-10,3,1,9,0,1,1,1,0.54,0.5152,0.6,0.3582,11,6,17,2.0
14711,2012-09-10,3,1,9,0,1,1,1,0.52,0.5,0.68,0.2836,5,7,12,3.0
14712,2012-09-10,3,1,9,0,1,1,1,0.52,0.5,0.68,0.2836,1,4,5,4.0
14713,2012-09-10,3,1,9,0,1,1,1,0.5,0.4848,0.72,0.2537,4,36,40,5.0
14714,2012-09-10,3,1,9,0,1,1,1,0.5,0.4848,0.72,0.1343,8,172,180,6.0
14715,2012-09-10,3,1,9,0,1,1,1,0.52,0.5,0.68,0.2239,20,427,447,7.0
14716,2012-09-10,3,1,9,0,1,1,1,0.56,0.5303,0.6,0.2836,33,697,730,8.0
14717,2012-09-10,3,1,9,0,1,1,1,0.6,0.6212,0.53,0.2985,40,321,361,9.0
14718,2012-09-10,3,1,9,0,1,1,1,0.62,0.6212,0.5,0.2836,42,168,210,10.0
14719,2012-09-10,3,1,9,0,1,1,1,0.62,0.6212,0.43,0.2985,69,167,236,11.0
14720,2012-09-10,3,1,9,0,1,1,1,0.64,0.6212,0.44,0.3881,76,256,332,12.0
14721,2012-09-10,3,1,9,0,1,1,1,0.64,0.6212,0.38,0.2239,72,251,323,13.0
14722,2012-09-10,3,1,9,0,1,1,1,0.66,0.6212,0.36,0.2836,107,233,340,14.0
14723,2012-09-10,3,1,9,0,1,1,1,0.66,0.6212,0.31,0.3881,115,231,346,15.0
14724,2012-09-10,3,1,9,0,1,1,1,0.66,0.6212,0.34,0.3284,108,380,488,16.0
14725,2012-09-10,3,1,9,0,1,1,1,0.66,0.6212,0.34,0.3284,127,744,871,17.0
14726,2012-09-10,3,1,9,0,1,1,1,0.62,0.6212,0.35,0.2985,111,857,968,18.0
14727,2012-09-10,3,1,9,0,1,1,1,0.62,0.6212,0.38,0.2985,71,562,633,19.0
14728,2012-09-10,3,1,9,0,1,1,1,0.6,0.6212,0.4,0.194,34,356,390,20.0
14729,2012-09-10,3,1,9,0,1,1,1,0.56,0.5303,0.49,0.1642,29,256,285,21.0
14730,2012-09-10,3,1,9,0,1,1,1,0.54,0.5152,0.52,0.1343,15,144,159,22.0
14731,2012-09-10,3,1,9,0,1,1,1,0.54,0.5152,0.52,0.194,7,86,93,23.0
14732,2012-09-11,3,1,9,0,2,1,1,0.52,0.5,0.59,0.1045,5,27,32,0.0
14733,2012-09-11,3,1,9,0,2,1,1,0.5,0.4848,0.63,0.194,0,10,10,1.0
14734,2012-09-11,3,1,9,0,2,1,1,0.48,0.4697,0.77,0.1642,1,5,6,2.0
14735,2012-09-11,3,1,9,0,2,1,1,0.48,0.4697,0.67,0.1343,1,7,8,3.0
14736,2012-09-11,3,1,9,0,2,1,1,0.48,0.4697,0.72,0.1045,1,8,9,4.0
14737,2012-09-11,3,1,9,0,2,1,1,0.46,0.4545,0.72,0.0896,3,41,44,5.0
14738,2012-09-11,3,1,9,0,2,1,1,0.46,0.4545,0.77,0.1045,11,200,211,6.0
14739,2012-09-11,3,1,9,0,2,1,1,0.5,0.4848,0.72,0.1045,24,572,596,7.0
14740,2012-09-11,3,1,9,0,2,1,1,0.54,0.5152,0.68,0.0896,48,702,750,8.0
14741,2012-09-11,3,1,9,0,2,1,1,0.6,0.6212,0.49,0.194,35,323,358,9.0
14742,2012-09-11,3,1,9,0,2,1,1,0.62,0.6212,0.38,0.194,54,142,196,10.0
14743,2012-09-11,3,1,9,0,2,1,1,0.64,0.6212,0.33,0.0896,60,187,247,11.0
14744,2012-09-11,3,1,9,0,2,1,1,0.64,0.6212,0.33,0.194,62,254,316,12.0
14745,2012-09-11,3,1,9,0,2,1,1,0.66,0.6212,0.29,0.0896,72,256,328,13.0
14746,2012-09-11,3,1,9,0,2,1,1,0.68,0.6212,0.3,0.0896,74,181,255,14.0
14747,2012-09-11,3,1,9,0,2,1,1,0.7,0.6364,0.28,0.1045,73,253,326,15.0
14748,2012-09-11,3,1,9,0,2,1,1,0.7,0.6364,0.28,0.1343,99,437,536,16.0
14749,2012-09-11,3,1,9,0,2,1,1,0.7,0.6364,0.28,0.194,168,802,970,17.0
14750,2012-09-11,3,1,9,0,2,1,1,0.64,0.6212,0.36,0.1642,110,767,877,18.0
14751,2012-09-11,3,1,9,0,2,1,1,0.62,0.6212,0.41,0.194,56,540,596,19.0
14752,2012-09-11,3,1,9,0,2,1,1,0.58,0.5455,0.56,0.1343,40,421,461,20.0
14753,2012-09-11,3,1,9,0,2,1,1,0.56,0.5303,0.6,0.1045,28,282,310,21.0
14754,2012-09-11,3,1,9,0,2,1,1,0.56,0.5303,0.64,0.1045,27,189,216,22.0
14755,2012-09-11,3,1,9,0,2,1,1,0.54,0.5152,0.68,0.1045,18,91,109,23.0
14756,2012-09-12,3,1,9,0,3,1,1,0.52,0.5,0.72,0.1045,8,41,49,0.0
14757,2012-09-12,3,1,9,0,3,1,1,0.52,0.5,0.72,0.1045,2,19,21,1.0
14758,2012-09-12,3,1,9,0,3,1,1,0.52,0.5,0.72,0.0896,2,9,11,2.0
14759,2012-09-12,3,1,9,0,3,1,1,0.5,0.4848,0.77,0.0896,0,7,7,3.0
14760,2012-09-12,3,1,9,0,3,1,1,0.5,0.4848,0.72,0.0896,0,5,5,4.0
14761,2012-09-12,3,1,9,0,3,1,1,0.5,0.4848,0.72,0.0896,4,44,48,5.0
14762,2012-09-12,3,1,9,0,3,1,1,0.5,0.4848,0.72,0.0896,6,199,205,6.0
14763,2012-09-12,3,1,9,0,3,1,1,0.52,0.5,0.72,0.194,24,533,557,7.0
14764,2012-09-12,3,1,9,0,3,1,1,0.56,0.5303,0.64,0.1045,43,727,770,8.0
14765,2012-09-12,3,1,9,0,3,1,1,0.6,0.6061,0.64,0.1343,50,278,328,9.0
14766,2012-09-12,3,1,9,0,3,1,1,0.62,0.6061,0.61,0.1343,57,148,205,10.0
14767,2012-09-12,3,1,9,0,3,1,1,0.66,0.6212,0.5,0.194,51,181,232,11.0
14768,2012-09-12,3,1,9,0,3,1,1,0.68,0.6364,0.36,0.1343,88,264,352,12.0
14769,2012-09-12,3,1,9,0,3,1,1,0.7,0.6364,0.34,0.1343,85,238,323,13.0
14770,2012-09-12,3,1,9,0,3,1,1,0.7,0.6364,0.37,0.1642,78,200,278,14.0
14771,2012-09-12,3,1,9,0,3,1,1,0.72,0.6515,0.37,0.1343,75,243,318,15.0
14772,2012-09-12,3,1,9,0,3,1,1,0.72,0.6515,0.37,0.1642,90,419,509,16.0
14773,2012-09-12,3,1,9,0,3,1,1,0.7,0.6364,0.41,0.2985,114,811,925,17.0
14774,2012-09-12,3,1,9,0,3,1,1,0.66,0.6212,0.44,0.2537,91,886,977,18.0
14775,2012-09-12,3,1,9,0,3,1,1,0.64,0.6212,0.5,0.194,78,557,635,19.0
14776,2012-09-12,3,1,9,0,3,1,1,0.62,0.6212,0.57,0.1343,38,432,470,20.0
14777,2012-09-12,3,1,9,0,3,1,1,0.6,0.6061,0.6,0.1343,27,279,306,21.0
14778,2012-09-12,3,1,9,0,3,1,1,0.56,0.5303,0.64,0.0896,23,189,212,22.0
14779,2012-09-12,3,1,9,0,3,1,1,0.56,0.5303,0.68,0.1045,16,111,127,23.0
14780,2012-09-13,3,1,9,0,4,1,1,0.56,0.5303,0.73,0.0896,11,46,57,0.0
14781,2012-09-13,3,1,9,0,4,1,1,0.54,0.5152,0.77,0.0896,6,22,28,1.0
14782,2012-09-13,3,1,9,0,4,1,1,0.54,0.5152,0.77,0.194,0,9,9,2.0
14783,2012-09-13,3,1,9,0,4,1,1,0.52,0.5,0.83,0.194,2,9,11,3.0
14784,2012-09-13,3,1,9,0,4,1,1,0.52,0.5,0.83,0.194,0,6,6,4.0
14785,2012-09-13,3,1,9,0,4,1,1,0.52,0.5,0.83,0.194,3,54,57,5.0
14786,2012-09-13,3,1,9,0,4,1,1,0.5,0.4848,0.82,0.194,9,186,195,6.0
14787,2012-09-13,3,1,9,0,4,1,1,0.54,0.5152,0.77,0.194,22,549,571,7.0
14788,2012-09-13,3,1,9,0,4,1,1,0.56,0.5303,0.73,0.194,33,725,758,8.0
14789,2012-09-13,3,1,9,0,4,1,1,0.6,0.6061,0.64,0.0896,46,292,338,9.0
